statename,rank,hs6,abbrevation,val2013,val2014,val2015,val2016
North Dakota,5,100199,"WHEAT AND MESLIN, NESOI",109.98,140.72,170.36,104.11
North Dakota,6,870130,TRACK-LAYING TRACTORS,144.2,148.26,96.16,103.68
North Dakota,7,870190,"TRACTORS, NESOI",163.94,144.86,94.52,93.93
North Dakota,8,100590,"CORN (MAIZE), OTHER THAN SEED CORN",75.67,27.74,82.13,89.29
North Dakota,9,382600,BIODIESEL AND MIXES CONTAIN LT 70% PETROL OIL,155.87,112.07,58.34,69.99
North Dakota,10,230330,"BREWING OR DISTILLING DREGS AND WASTE, W/NT P",81.64,77.2,61.95,66.33
North Dakota,11,843230,"SEEDERS, PLANTERS AND TRANSPLANTERS",123.14,69.47,55.69,63.37
North Dakota,12,290110,"ACYCLIC HYDROCARBONS, SATURATED",59.02,34.22,67.82,60.98
North Dakota,13,71340,"LENTILS, DRIED SHELLED, INCLUDING SEED",17.61,26.09,32.23,44.28
North Dakota,14,271113,"BUTANES, LIQUEFIED",63.29,138.34,62.27,43.77
North Dakota,15,120510,LOW ERUCIC ACID RAPE/COLZA SEEDS W/NOT BROKEN,28.42,27.47,44.88,42.73
North Dakota,16,71339,"BEANS NESOI, DRIED SHELLED, INCLUDING SEED",41.56,33.12,22.99,41.84
North Dakota,17,842952,MECH SHOVELS EXCAVATORS ETC W 360 DEGREE SPRS,59.66,60.26,57.4,40.09
North Dakota,18,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",2.3,2.79,29.6,38.47
North Dakota,19,71310,"PEAS, DRIED SHELLED, INCLUDING SEED",44.13,40.06,37.36,37.92
North Dakota,20,110710,"MALT, NOT ROASTED",67.92,60.13,51.45,37.65
North Dakota,21,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,1.16,1.47,12.68,31.89
North Dakota,22,843290,AGRIC HORT/FOREST MACHY & LAWN/GROUND ROLLER,23.5,26.36,20.2,25.73
North Dakota,23,151411,"RAPESEED/COLZA OIL & FRACTIONS, LW ERUCIC ACI",62.71,27.46,11.38,24.79
North Dakota,24,120190,"SOYBEANS, NESOI",48.85,108.54,45.28,24.43
North Dakota,25,843139,"PTS FOR LIFTING, HNDLNG, LOADING/UNLDNG MACH",21.1,23.46,25.01,24.28
Nebraska,0,0,World,7392.99,7889.68,6663.4,6380.35
Nebraska,0,25,Top 25,4328.87,4891.19,4080.94,4076.54
Nebraska,1,20130,"MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH",490.07,532.28,489.2,487.98
Nebraska,2,20230,"MEAT OF BOVINE ANIMALS, BONELESS, FROZEN",321.07,433.59,376.73,378.09
Nebraska,3,100590,"CORN (MAIZE), OTHER THAN SEED CORN",144.18,194.66,229.58,343.97
Nebraska,4,120190,"SOYBEANS, NESOI",422.04,518.22,314.91,337.87
Nebraska,5,843351,COMBINE HARVESTER-THRESHERS,580.59,465.96,308.52,324.5
Nebraska,6,410150,"WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQU",258.04,313.52,258.87,255.79
Nebraska,7,842481,AGRICULTURAL OR HORTICULTURAL MECH SPRAYERS E,284.73,240.57,190.67,164.31
Nebraska,8,20329,"MEAT OF SWINE, NESOI, FROZEN",132.76,224.73,170.03,157.86
Nebraska,9,230400,"SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G",30.3,44.74,63.99,154.28
Nebraska,10,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",142.89,142.67,146.6,144.27
Nebraska,11,901831,"SYRINGES, WITH OR WITHOUT NEEDLES; PTS & ACCE",130.03,111.86,95.53,132.58
Nebraska,12,300230,VACCINES FOR VETRINARY MEDICINE,163.73,156.79,149.52,131.98
Nebraska,13,170260,"FRUCTOSE, NESOI & SYRUP, OV 50% FRUCTOSE IN D",54.47,67.83,68.29,118.35
Nebraska,14,853690,ELECT APPR F PRTCT TO ELECT CIRCT NOV 1000 V,58.19,122.26,174.87,114
Nebraska,15,410411,"BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET",162.01,201.63,142.94,111.32
Nebraska,16,271121,"NATURAL GAS, GASEOUS",404.59,476.52,173.52,99.05
Nebraska,17,20220,"MEAT, BOVINE CUTS WITH BONE IN, FROZEN",101.07,136.09,102.26,95.26
Nebraska,18,230990,"ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA",172.74,124.88,118.4,84.27
Nebraska,19,380891,"INSECTICIDES, EXC THOSE SPECIFIED IN SUBHEAD.",73.71,90.62,65.87,80.56
Nebraska,20,853890,PT F ELECT APPR F ELECT CIRCT; F ELCT CONTRL,37.94,88.59,188.11,74.93
Nebraska,21,20610,"OFFAL OF BOVINE ANIMALS, EDIBLE, FRESH OR CHI",27.16,39.19,47.51,62.78
Nebraska,22,842490,PTS FOR MECHANICAL APPLIANCE PROJECT LIQUID E,33.7,36.2,44.83,56.97
Nebraska,23,380892,"FUNGICIDES, EXC THOSE SPECIFIED IN SUBHEAD. N",78.97,67.41,62.1,56.43
Nebraska,24,250100,"SALT INCL TBL/DENTRD, PURE SODM CHLOR ETC; SE",0.08,28.6,48.78,54.89
Nebraska,25,50400,"ANIMAL (NOT FISH) GUTS, BLADDERS, STOMACHS &",23.83,31.78,49.3,54.25
New Hampshire,0,0,World,3511.05,4233.17,4001.33,4143.02
New Hampshire,0,25,Top 25,1159.72,1640.19,1813.2,2073.67
New Hampshire,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",55.26,69.28,75.87,235.1
New Hampshire,2,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",142.37,173.25,203.24,231.27
New Hampshire,3,854470,INSULATED OPTICAL FIBER CABLES WITH INDVULY S,8.15,3.94,156.81,165.25
New Hampshire,4,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,179.68,502.89,288.2,156.42
New Hampshire,5,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,34.7,49.09,128.81,155.09
New Hampshire,6,851770,PTS OF PHONE SETS & OTH APP FOR THE TRANS/REC,66.34,124.64,179.56,137.28
New Hampshire,7,846693,PARTS AND ACCESSORIES FOR USE WITH MACH TOOL,145.81,158.36,141.17,130.25
New Hampshire,8,300390,"MEDICAMENTS NESOI, NOT IN DOSAGE FORM ETC",2.96,20.12,9,125.64
New Hampshire,9,841370,"CENTRIFUGAL PUMPS, NESOI",0.05,0.21,80.56,78.82
New Hampshire,10,711299,WASTE AND SCRAP OF PRECIOUS METAL NESOI,39.42,35.67,63.44,64.39
New Hampshire,11,392690,"ARTICLES OF PLASTICS, NESOI",34.14,47.49,49.25,59.11
New Hampshire,12,844332,"PRINTERS/ COPIERS/FAX MACH, NT COMB, CONNCT T",65.83,88.96,84.52,57.8
New Hampshire,13,900510,BINOCULARS,19.69,20.76,13.44,57.1
New Hampshire,14,845690,"MACH TOOL,WRK ANY MATERIAL BY REMOVAL OF MATR",56.07,61.82,53.79,51.58
New Hampshire,15,930200,"REVOLVERS & PISTOLS, DESIGNED TO FIRE LIVE AM",22.46,19.72,18.43,41.5
New Hampshire,16,901580,"SURVEYING INSTRUMENTS AND APPLIANCES, NESOI E",64.09,39.23,39.58,37.25
New Hampshire,17,853921,TUNGSTEN HALOGEN ELECTRIC FILAMENT LAMPS,38.85,35.04,31.02,36.1
New Hampshire,18,853400,PRINTED CIRCUITS,61.88,49.42,37,34.47
New Hampshire,19,401693,"GASKET, WASHERS & OTHER SEALS, OF VULCANIZED",20.75,27.47,36.15,34.28
New Hampshire,20,840140,PARTS OF NUCLEAR REACTORS,0,0.02,0.12,32.92
New Hampshire,21,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS,",8.08,10.66,21.62,32.68
New Hampshire,22,854449,INSULATED ELECTRIC CONDUCTORS =< 80 V NESOI,31.14,36.14,32.28,32.12
New Hampshire,23,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E",30.11,23.41,24.85,29.93
New Hampshire,24,180690,"COCOA PREPARATIONS, NOT IN BULK FORM, NESOI",29.34,36.97,30.63,29.44
New Hampshire,25,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",2.55,5.63,13.85,27.89
New Jersey,0,0,World,36611.87,36586.97,32063.57,31222.79
New Jersey,0,25,Top 25,14158.84,14243.84,11150.11,11695.81
New Jersey,1,271019,PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO,3748.97,2882.33,1245.36,1741.99
New Jersey,2,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",637.06,591.56,721.13,732.11
New Jersey,3,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,313.92,695.9,655.35,653.32
New Jersey,4,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",1321.87,1423.44,1090.21,630.95
New Jersey,5,870332,PASS VEH COM-IG INT COM ENG > 1500 NOV 2500 C,19.68,5.58,3.79,576.34
New Jersey,6,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",498.08,529.74,552.71,554.66
New Jersey,7,711292,PLAT WST A SCRP NT CNTNG OTH PREC MTLS,732.74,868.26,658.85,529.33
New Jersey,8,847180,"AUTOMATIC DATA PROCESSING UNITS, N.E.S.O.I.",201.26,323.9,330.73,493.35
New Jersey,9,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,879.47,613.34,322.54,492.46
New Jersey,10,720449,FERROUS WASTE & SCRAP NESOI,931.99,754.27,471.78,476.57
New Jersey,11,330499,"BEAUTY & SKIN CARE PREPARATION, NESOI",415.59,430.43,461.38,472.86
New Jersey,12,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",269.2,374.02,424.28,454.81
New Jersey,13,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",271.86,254.08,386.3,398.53
New Jersey,14,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,108.43,196.07,275.25,396.45
New Jersey,15,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM",610.25,884.67,678.75,365.19
New Jersey,16,330300,PERFUMES AND TOILET WATERS,361.92,343.72,336.66,346.1
New Jersey,17,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,607.87,621.28,437.85,304.7
New Jersey,18,490199,"PRINTED BOOKS, BROCHURES, ETC., NESOI",379.72,380.01,322.51,297.41
New Jersey,19,330290,"MIXTURES OF ODORIFEROUS SUBSTANCES, ETC. NESO",289.41,296.37,278.13,280.27
New Jersey,20,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,194.88,281.45,296.94,270.16
New Jersey,21,330210,MIXTURES ODORIFEROUS SUBSTANCE USE FOOD/ DRIN,276.62,273.08,247.64,267.52
New Jersey,22,381121,ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MI,324.16,342.04,279.88,255.18
New Jersey,23,711011,"PLATINUM, UNWROUGHT OR POWDER",391.72,469.87,277.21,250.19
New Jersey,24,381512,SUPPORTED CATALYSTS W PREC METAL/PREC MTL COM,135.87,204.71,213.47,229.99
New Jersey,25,382200,"COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA",236.33,203.73,181.4,225.38
New Mexico,0,0,World,2726.14,3801.61,3781.25,3631.62
New Mexico,0,25,Top 25,1370.38,2331.1,2715.97,2707.25
New Mexico,1,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",789.14,836.62,1083.72,867.96
New Mexico,2,847330,PARTS & ACCESSORIES FOR ADP MACHINES & UNITS,10.11,495.25,795.39,668.99
New Mexico,3,852610,RADAR APPARATUS,0,254.29,0.15,141.3
New Mexico,4,930690,BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR,13.01,65.81,43.4,109.13
New Mexico,5,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,7.17,42.38,103.97,94.82
New Mexico,6,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",31.72,43.16,68.36,94.68
New Mexico,7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",92.09,100.29,59.56,84.26
New Mexico,8,854442,"ELEC CONDUCTORS, LT=1000 V, W/ CONNECTORS, NE",3.02,17.74,39.05,63.76
New Mexico,9,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,66.98,65.98,64.34,59.19
New Mexico,10,841330,"FUEL, LUB/COOLING MED PUMPS FOR INT COMB PIST",43.19,46.89,36.43,53.54
New Mexico,11,392690,"ARTICLES OF PLASTICS, NESOI",42.64,55.94,52.64,50.73
New Mexico,12,310490,"MINERAL OR CHEMICAL FERTILIZER, POTASSIC, NES",26.93,15.46,23.17,43.18
New Mexico,13,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",0.44,35.58,52.76,39.92
New Mexico,14,732690,ARTICLES OF IRON OR STEEL NESOI,31.82,36.18,34.44,37.29
New Mexico,15,851769,APP FOR THE TRANS/RECEP OF VOICE/IMAGES/DATA,21.72,26.8,26.12,35.77
New Mexico,16,40210,"MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5%",18.84,8.66,30.28,35.08
New Mexico,17,381800,"CHEM ELEM DOPED, USED IN ELECTRON, DISCS WAFE",28.22,24.91,28.94,30.01
New Mexico,18,853690,ELECT APPR F PRTCT TO ELECT CIRCT NOV 1000 V,31.83,30.84,32.9,28.49
New Mexico,19,80290,"NUTS NESOI, FRESH OR DRIED, SHELLED OR NOT",8.12,10.68,7.52,28.14
New Mexico,20,382490,"PRODUCTS AND RESIDUALS OF CHEMICAL INDUSTRY,",17.34,6.49,19.72,26.24
New Mexico,21,350220,"MILK ALBUMIN,INC CONCEN OF 2 OR MORE WHEY PRO",4,13.94,19.23,25.29
New Mexico,22,850110,ELECTRIC MOTORS OF AN OUTPUT NOT EXCEEDING 37,20.77,17.19,19.12,23.01
New Mexico,23,710692,"SILVER, SEMIMANUFACTURED",31.51,26.67,18.85,22.82
New Mexico,24,170230,"GLUCOSE (DEXTROSE), UNDER 20% FRUCTOSE IN DRY",8.37,26.12,25.79,22.1
New Mexico,25,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,21.42,27.24,30.13,21.57
Nevada,0,0,World,8701.08,7691.75,8666.46,9763.16
Nevada,0,25,Top 25,6551.65,5572.55,6796.15,7815.08
Nevada,1,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",3897.04,2798.28,3941.22,4591.66
Nevada,2,950430,GAMES COIN-/TOKEN-OPERATED EXC BOWLING ALLEY,550.68,396.2,443.66,573.5
Nevada,3,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",281.6,360.4,370.38,382.52
Nevada,4,260300,COPPER ORES AND CONCENTRATES,604.39,559.8,326.92,358.83
Nevada,5,710692,"SILVER, SEMIMANUFACTURED",1.81,49.1,5.94,280.53
Nevada,6,710239,"DIAMONDS, NONINDUSTRIAL, WORKED",274.37,292.3,403.06,256.93
Nevada,7,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",116.72,159.75,172.19,194.37
Nevada,8,903180,"MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH",186.36,187.24,155.32,141.1
Nevada,9,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",161.82,107.35,114.55,138.82
Nevada,10,711890,"COIN, NESOI",0.86,0.35,3.39,109.18
Nevada,11,841370,"CENTRIFUGAL PUMPS, NESOI",62.02,61.55,42.96,78.25
Nevada,12,90121,"COFFEE, ROASTED, NOT DECAFFEINATED",1.91,42.99,50.04,71.58
Nevada,13,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",54.66,88.29,82.87,70.14
Nevada,14,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,4.21,32.57,57.92,63.46
Nevada,15,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",0,0.06,9.71,60.61
Nevada,16,710691,"SILVER, UNWROUGHT NESOI",7.13,42.6,244.17,51.9
Nevada,17,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",33.5,38.15,33.01,51.52
Nevada,18,854290,ELECTRONIC INTEGRATED CIRCUITS AND MCRSSMBLS,28.15,43.45,44.95,47.24
Nevada,19,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI",31.02,29.64,27.85,45.44
Nevada,20,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,20.44,23.84,28.59,44.62
Nevada,21,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",60.45,69.2,74.31,44.22
Nevada,22,902290,X-RAY/HI TNSN GENR CNTR PNL & DSK EXM/TRTMNT,51.07,44.87,45.57,42.36
Nevada,23,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CEL,40.31,52.79,50.97,42.23
Nevada,24,854110,DIODES EX PHOTOSENSITIVE OR LIGHT-EMITTING DI,29.47,33.46,30.16,40.67
Nevada,25,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,51.67,58.3,36.46,33.4
New York,0,0,World,86407.15,88834.33,83134.46,76720.21
New York,0,25,Top 25,44458.3,47713.38,44889.34,41204.66
New York,1,710239,"DIAMONDS, NONINDUSTRIAL, WORKED",12547.56,14421.25,12656.1,12440.16
New York,2,970110,"PAINTINGS, DRAWING AND PASTELS BY HAND",4594.73,6449.84,6976.22,6810.22
New York,3,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME",6228.27,6532.33,6004.9,5689.25
New York,4,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI",10405.94,8116.27,6753.7,5054.18
New York,5,970300,"ORIGINAL SCULPTURES AND STATUARY, IN ANY MATE",847.07,1152.14,1426.24,1372.34
New York,6,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",1285.38,1262.28,1175.6,1059.02
New York,7,710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WOR",869.13,981.77,1080.13,1040.93
New York,8,300220,VACCINES FOR HUMAN MEDICINE,403.84,740.14,1508.28,743.94
New York,9,710231,DIAM EX IND UNWKD OR SMPL SWN CLVD OR BRUTED,292.15,348.23,191.3,602.03
New York,10,851712,PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS,905.36,1118.74,915.32,591.73
New York,11,760612,"ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH",510.27,569.65,574.5,535.99
New York,12,970600,ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEAR,531.58,545.35,611.46,513.72
New York,13,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1384.77,1036.35,802.93,475.41
New York,14,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,310.12,411.67,540.79,470.69
New York,15,840820,COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN,133.06,579.31,584.8,442.29
New York,16,330300,PERFUMES AND TOILET WATERS,398.42,431.2,335.91,393.37
New York,17,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI",574.14,440.21,351.14,392.23
New York,18,271121,"NATURAL GAS, GASEOUS",550.25,908.48,491.85,359.54
New York,19,330499,"BEAUTY & SKIN CARE PREPARATION, NESOI",313.41,308.17,336.7,349.1
New York,20,844399,"PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,",365.91,349,341.77,337.27
New York,21,711311,"JEWELRY AND PARTS THEREOF, OF SILVER",128.67,97.16,77.69,331.54
New York,22,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",173.25,226,253.64,324.05
New York,23,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",224.2,219.27,214.77,314.21
New York,24,210690,FOOD PREPARATIONS NESOI,196.93,241.18,273.88,282.9
New York,25,847590,PARTS OF MACH FOR ASSMBL ELEC LAMP ETC MFG GL,283.91,227.38,409.71,278.54
Ohio,0,0,World,51048.2,52641.38,51156.63,49298.84
Ohio,0,25,Top 25,18538.35,18888.55,19063.15,18738.14
Ohio,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",4696.52,4395.65,4969.67,4721.14
Ohio,2,120190,"SOYBEANS, NESOI",1216.35,1728.52,1702.62,2078.85
Ohio,3,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC,1831.69,2123.6,1958,1915.92
Ohio,4,840734,SPARK-IGNTN RECPRCTING PISTON ENGINE ETC > 10,1236.09,1197.67,1365.14,1668.71
Ohio,5,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES",1155.19,1112.13,1030.48,1072.2
Ohio,6,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,1795.71,1302.07,1064.51,926.49
Ohio,7,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO",600.19,721.63,692.85,525.06
Ohio,8,240220,CIGARETTES CONTAINING TOBACCO,134.54,146.93,331.14,518.36
Ohio,9,870840,GEAR BOXES FOR MOTOR VEHICLES,717.51,427.9,497.87,455.37
Ohio,10,841182,"GAS TURBINES OF A POWER EXCEEDING 5,000 KW",326.7,573.16,483.36,430.24
Ohio,11,340220,"SURFACE-ACTIVE, WASHING ETC PREP ETC, RETAIL",506.51,419.9,424.13,411.43
Ohio,12,841199,GAS TURBINE PARTS NESOI,710.63,611.68,326.37,367.38
Ohio,13,300490,"MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK",380.23,383.55,427.14,345.38
Ohio,14,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES,281.5,304.95,348.54,341.48
Ohio,15,401110,"NEW PNEUMATIC TIRES OF RUBBER, FOR MOTOR CARS",314.33,454.92,469.36,332.96
Ohio,16,940190,"PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET",199.77,265.83,317.82,307.48
Ohio,17,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF,186.85,253.02,305.13,291.81
Ohio,18,392099,"PLATES ETC, NONCELL, NT REIN, OF PLASTICS NES",117.13,189.63,316.37,282.99
Ohio,19,840991,SPARK-IGNITION INT COMBUSTION PISTON ENG PTS,311.36,383.73,324.3,275.69
Ohio,20,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,331.02,325.49,285.21,273.37
Ohio,21,961900,SANITARY TOWELS AND TAMPONS DIAPERS FOR BABIE,298.63,236.33,275.58,261.46
Ohio,22,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N",204.94,217.93,241.42,244.08
Ohio,23,401120,"NEW PNEUMATIC TIRES OF RUBBER, FOR BUSES OR T",195.61,243.3,259.98,242.07
Ohio,24,300440,"ALKALOIDS (NO HORMONES OR ANTIBIOTICS), DOSAG",392.59,417.22,327.54,224.96
Ohio,25,870120,ROAD TRACTORS FOR SEMI-TRAILERS,396.78,451.79,318.63,223.27
Oklahoma,0,0,World,6919.75,6308.26,5250.67,5047.88
Oklahoma,0,25,Top 25,2619.17,2282.53,2059.46,2132.31
Oklahoma,1,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",595.71,384.91,426.89,469.19
Oklahoma,2,930690,BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR,121.59,5.88,46.66,173.49
Oklahoma,3,870210,MV TRNSP >TEN PRSNS COM-IGNTN INTR COMB PIST(,88.89,95.37,119.01,120.28
Oklahoma,4,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",145.17,141.34,127.83,116.52
Oklahoma,5,20319,"MEAT OF SWINE, NESOI, FRESH OR CHILLED",113.36,101.73,78.95,102.88
Oklahoma,6,848180,TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL,123.42,153.3,114.52,84.82
Oklahoma,7,841391,PARTS OF PUMPS FOR LIQUIDS,162.04,183.14,114.09,79.28
Oklahoma,8,841950,"HEAT EXCHANGE UNITS, INDUSTRIAL TYPE",80.74,112.16,97.91,76.28
Oklahoma,9,841582,AIR CONDITIONING MACH ETC INCORP REFRIG UNIT,63.08,67.7,73.2,74.66
Oklahoma,10,851660,"OVEN,COOKING STOVE & PLATE,RANGE,ROASTER, NES",58.15,53.24,64.1,73.34
Oklahoma,11,851762,MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE,89.98,107.99,65.94,67.81
Oklahoma,12,381512,SUPPORTED CATALYSTS W PREC METAL/PREC MTL COM,54.07,42.19,72.93,57.56
Oklahoma,13,843143,"PARTS FOR BORING OR SINKING MACHINERY, NESOI",108.2,107.44,104.64,56.99
Oklahoma,14,350400,"PEPTONES, OTHER PROTEINS & DERIV ETC; HIDE PO",65.35,65.84,51.94,56.9
Oklahoma,15,100199,"WHEAT AND MESLIN, NESOI",188.7,51.01,47.72,53.34
Oklahoma,16,848140,SAFETY OR RELIEF VALVES,88.42,95.32,67.73,53.1
Oklahoma,17,520100,"COTTON, NOT CARDED OR COMBED",48.39,49.71,37.86,52.81
Oklahoma,18,854460,ELECTRIC CONDUCTORS FOR VOLTAGE EXCEEDING 100,149.89,147.65,80.38,49.49
Oklahoma,19,841370,"CENTRIFUGAL PUMPS, NESOI",96.95,128.14,75.27,48.43
Oklahoma,20,830990,"STOPPERS, CAPS, LIDS, SEALS ETC NES, PRTS, BS",14.1,50.91,48.37,46.7
Oklahoma,21,841480,"AIR/GAS PUMPS, COMPRESSORS AND FANS ETC, NESO",90.84,82.45,51.3,46.1
Oklahoma,22,340490,"ARTIFICIAL WAXES AND PREPARED WAXES, NESOI",35.35,23.86,21.93,44.02
Oklahoma,23,160100,"SAUSAGES, SIMILAR PRDT MEAT ETC FOOD PREP OF",16.6,14.11,27.25,43.59
Oklahoma,24,980240,"ARTICLES DONATED FOR RELIEF ETC., NESOI, EXPO",1.68,1.33,1.24,42.48
Oklahoma,25,300439,HORMONES ETC. (NO ANTIBIOTICS CONTAINED) DOSA,18.5,15.84,41.79,42.23
Oregon,0,0,World,18633.58,20888.78,20085.72,21752.61
Oregon,0,25,Top 25,10526.84,12232.92,12591.7,15051.83
Oregon,1,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG",3827.39,4648.81,5409.5,6628.45
Oregon,2,848620,MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I,616.36,940.14,1153.64,1372.19
Oregon,3,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV,40.11,99.05,172.63,1164.14
Oregon,4,100199,"WHEAT AND MESLIN, NESOI",1255.82,1590.29,930.54,991.41
Oregon,5,847150,"DIGITAL PROCESSING UNITS, N.E.S.O.I.",750,896.4,976.35,753.5
Oregon,6,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",472.83,444.71,433.93,437.46
Oregon,7,880000,"CIVILIAN AIRCRAFT, ENGINES, AND PARTS",502.23,535.71,454.46,408.67
Oregon,8,300210,"ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO",30.43,18.98,173,364.44
Oregon,9,310420,POTASSIUM CHLORIDE,816.82,792.28,628.37,344.04
Oregon,10,848690,"PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,",106.57,130.89,187.88,253.04
Oregon,11,370242,"PHOT FLM NO SPROCKET HLS,OV 610MM& OV200MM EX",255.6,253.78,277.81,229.97
Oregon,12,847170,"AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.",195.49,287.84,265.6,227.73
Oregon,13,640690,PARTS FOOTWEAR REMOVABLE INSOLES GAITERS ETC,114.82,158.01,193.22,205.73
Oregon,14,283620,DISODIUM CARBONATE,37.42,2.35,110.81,200.47
Oregon,15,121490,"FORAGE PRODUCTS NESOI (HAY, CLOVER, VETCHES,",202.18,155.85,149.5,177.39
